city_no,city,country_no,country
6073,Polatli,204,Turkey
6074,Karabuk,204,Turkey
6075,Nusaybin,204,Turkey
6076,Hakkari,204,Turkey
6077,Soke,204,Turkey
6078,Balikesir,204,Turkey
6079,Canakkale,204,Turkey
6080,Edirne,204,Turkey
6081,Tekirdag,204,Turkey
6082,Izmit,204,Turkey
6083,Bolu,204,Turkey
6084,Afyon,204,Turkey
6085,Denizli,204,Turkey
6086,Manisa,204,Turkey
6087,Adiyaman,204,Turkey
6088,Malatya,204,Turkey
6089,Tarsus,204,Turkey
6090,Samandagi,204,Turkey
6091,Hatay,204,Turkey
6092,Iskenderun,204,Turkey
6093,Amasya,204,Turkey
6094,Ordu,204,Turkey
6095,Sivas,204,Turkey
6096,Bafra,204,Turkey
6097,Erzurum,204,Turkey
6098,Erzincan,204,Turkey
6099,Agri,204,Turkey
6100,Diyarbakir,204,Turkey
6101,Mus,204,Turkey
6102,Zonguldak,204,Turkey
6103,Eregli,204,Turkey
6104,Karaman,204,Turkey
6105,Usak,204,Turkey
6106,Kilis,204,Turkey
6107,Kirikkale,204,Turkey
6108,Kars,204,Turkey
6109,Mardin,204,Turkey
6110,Batman,204,Turkey
6111,Van,204,Turkey
6112,Adapazari,204,Turkey
6113,Trabzon,204,Turkey
6114,Sanliurfa,204,Turkey
6115,Eskisehir,204,Turkey
6116,Antalya,204,Turkey
6117,Kayseri,204,Turkey
6118,Gaziantep,204,Turkey
6119,Izmir,204,Turkey
6120,Bursa,204,Turkey
6121,Samsun,204,Turkey
6122,Konya,204,Turkey
6123,Adana,204,Turkey
6124,Ankara,204,Turkey
6125,Istanbul,204,Turkey
6126,Gyzlarbat,205,Turkmenistan
6127,Celeken,205,Turkmenistan
6128,Tejen,205,Turkmenistan
6129,Buzmeyin,205,Turkmenistan
6130,Koneurgench,205,Turkmenistan
6131,Balkanabat,205,Turkmenistan
6132,Kaka,205,Turkmenistan
6133,Atamyrat,205,Turkmenistan
6134,Dasoguz,205,Turkmenistan
6135,Turkmenbasy,205,Turkmenistan
6136,Turkmenabat,205,Turkmenistan
6137,Mary,205,Turkmenistan
6138,Ashgabat,205,Turkmenistan
6139,Grand Turk,206,Turks and Caicos Islands
6140,Funafuti,207,Tuvalu
6141,Kalangala,208,Uganda
6142,Kumi,208,Uganda
6143,Kaberamaido,208,Uganda
6144,Kayunga,208,Uganda
6145,Iganga,208,Uganda
6146,Kamuli,208,Uganda
6147,Pallisa,208,Uganda
6148,Mpigi,208,Uganda
6149,Adjumani,208,Uganda
6150,Nebbi,208,Uganda
6151,Kiboga,208,Uganda
6152,Nakasongola,208,Uganda
6153,Bombo,208,Uganda
6154,Masindi,208,Uganda
6155,Fort Portal,208,Uganda
6156,Kibale,208,Uganda
6157,Sironko,208,Uganda
6158,Busia,208,Uganda
6159,Katakwi,208,Uganda
6160,Ntungamo,208,Uganda
6161,Kisoro,208,Uganda
6162,Jinja,208,Uganda
6163,Soroti,208,Uganda
6164,Arua,208,Uganda
6165,Pakwach,208,Uganda
6166,Moyo,208,Uganda
6167,Entebbe,208,Uganda
6168,Mubende,208,Uganda
6169,Mityana,208,Uganda
6170,Kitgum,208,Uganda
6171,Lira,208,Uganda
6172,Masindi-Port,208,Uganda
6173,Mbale,208,Uganda
6174,Tororo,208,Uganda
6175,Kaabong,208,Uganda
6176,Moroto,208,Uganda
6177,Masaka,208,Uganda
6178,Katwe,208,Uganda
6179,Mbarara,208,Uganda
6180,Kabale,208,Uganda
6181,Kasese,208,Uganda
6182,Gulu,208,Uganda
6183,Kampala,208,Uganda
6184,Mykolayiv,209,Ukraine
6185,Chernihiv,209,Ukraine
6186,Khmelnytskyy,209,Ukraine
6187,Kamyanets-Podilskyy,209,Ukraine
6188,Drohobych,209,Ukraine
6189,Uzhgorod,209,Ukraine
6190,Uman,209,Ukraine
6191,Brovary,209,Ukraine
6192,Bila Tserkva,209,Ukraine
6193,Illichivsk,209,Ukraine
6194,Konotop,209,Ukraine
6195,Kryvyy Rih,209,Ukraine
6196,Makiyivka,209,Ukraine
6197,Horlivka,209,Ukraine
6198,Kramatorsk,209,Ukraine
6199,Berdyansk,209,Ukraine
6200,Dzhankoy,209,Ukraine
6201,Yevpatoriya,209,Ukraine
6202,Kerch,209,Ukraine
6203,Simferopol,209,Ukraine
6204,Kherson,209,Ukraine
6205,Voznesensk,209,Ukraine
6206,Nizhyn,209,Ukraine
6207,Rivne,209,Ukraine
6208,Chernivtsi,209,Ukraine
6209,Ivano-Frankivsk,209,Ukraine
6210,Ternopil,209,Ukraine
6211,Lutsk,209,Ukraine
6212,Kovel,209,Ukraine
6213,Cherkasy,209,Ukraine
6214,Kirovohrad,209,Ukraine
6215,Izmayil,209,Ukraine
6216,Vinnytsya,209,Ukraine
6217,Korosten,209,Ukraine
6218,Shostka,209,Ukraine
6219,Nikopol,209,Ukraine
6220,Kupyansk,209,Ukraine
6221,Lysychansk,209,Ukraine
6222,Luhansk,209,Ukraine
6223,Poltava,209,Ukraine
6224,Kremenchuk,209,Ukraine
6225,Melitopol,209,Ukraine
6226,Zaporizhzhya,209,Ukraine
6227,Yalta,209,Ukraine
6228,Chernobyl,209,Ukraine
6229,Sumy,209,Ukraine
6230,Mariupol,209,Ukraine
6231,Lvov,209,Ukraine
6232,Odessa,209,Ukraine
6233,Zhytomyr,209,Ukraine
6234,Dnipropetrovsk,209,Ukraine
6235,Donetsk,209,Ukraine
6236,Kharkiv,209,Ukraine
6237,Sevastapol,209,Ukraine
6238,Kiev,209,Ukraine
6239,Umm al Qaywayn,210,United Arab Emirates
6240,Sharjah,210,United Arab Emirates
6241,Jabal Ali,210,United Arab Emirates
6242,Ras al Khaymah,210,United Arab Emirates
6243,Al Fujayrah,210,United Arab Emirates
6244,Al Ayn,210,United Arab Emirates
6245,Abu Dhabi,210,United Arab Emirates
6246,Dubai,210,United Arab Emirates
6247,Greenock,211,United Kingdom
6248,Sunderland,211,United Kingdom
6249,Southampton,211,United Kingdom
6250,Bristol,211,United Kingdom
6251,Bournemouth,211,United Kingdom
6252,Omagh,211,United Kingdom
6253,Chester,211,United Kingdom
6254,Swansea,211,United Kingdom
6255,Carlisle,211,United Kingdom
6256,Southend-on-Sea,211,United Kingdom
6257,Reading,211,United Kingdom
6258,Leicester,211,United Kingdom
6259,Bradford,211,United Kingdom
6260,Sheffield,211,United Kingdom
6261,Fort William,211,United Kingdom
6262,Ayr,211,United Kingdom
6263,Aberdeen,211,United Kingdom
6264,Perth,211,United Kingdom
6265,Dundee,211,United Kingdom
6266,Middlesbrough,211,United Kingdom
6267,Coventry,211,United Kingdom
6268,Bath,211,United Kingdom
6269,Exeter,211,United Kingdom
6270,Cambridge,211,United Kingdom
6271,Kingston upon Hull,211,United Kingdom
6272,Londonderry,211,United Kingdom
6273,Lisburn,211,United Kingdom
6274,Penzance,211,United Kingdom
6275,York,211,United Kingdom
6276,Blackpool,211,United Kingdom
6277,Dumfries,211,United Kingdom
6278,Scarborough,211,United Kingdom
6279,Plymouth,211,United Kingdom
6280,Ipswich,211,United Kingdom
6281,Norwich,211,United Kingdom
6282,Brighton,211,United Kingdom
6283,Kirkwall,211,United Kingdom
6284,Inverness,211,United Kingdom
6285,Oxford,211,United Kingdom
6286,Luton,211,United Kingdom
6287,Portsmouth,211,United Kingdom
6288,Peterborough,211,United Kingdom
6289,Nottingham,211,United Kingdom
6290,Stoke,211,United Kingdom
6291,Dover,211,United Kingdom
6292,Edinburgh,211,United Kingdom
6293,Newcastle,211,United Kingdom
6294,Liverpool,211,United Kingdom
6295,Cardiff,211,United Kingdom
6296,Wick,211,United Kingdom
6297,Leeds,211,United Kingdom
6298,Lerwick,211,United Kingdom
6299,Manchester,211,United Kingdom
6300,Birmingham,211,United Kingdom
6301,Belfast,211,United Kingdom
6302,Glasgow,211,United Kingdom
6303,London,211,United Kingdom
6304,Faribault,212,United States of America
6305,Mankato,212,United States of America
6306,Albert Lea,212,United States of America
6307,Willmar,212,United States of America
6308,Brainerd,212,United States of America
6309,Crookston,212,United States of America
6310,Hardin,212,United States of America
6311,Glendive,212,United States of America
6312,Dillon,212,United States of America
6313,Polson,212,United States of America
6314,Devils Lake,212,United States of America
6315,Burley,212,United States of America
6316,Wallace,212,United States of America
6317,Kennewick,212,United States of America
6318,Centralia,212,United States of America
6319,Glendale,212,United States of America
6320,Safford,212,United States of America
6321,Casa Grande,212,United States of America
6322,Mesa,212,United States of America
6323,Lake Havasu City,212,United States of America
6324,Berkeley,212,United States of America
6325,National City,212,United States of America
6326,Mendocino,212,United States of America
6327,Paso Robles,212,United States of America
6328,Riverside,212,United States of America
6329,Delano,212,United States of America
6330,San Mateo,212,United States of America
6331,Vallejo,212,United States of America
6332,Glenwood Springs,212,United States of America
6333,Aurora,212,United States of America
6334,Greeley,212,United States of America
6335,Tonopah,212,United States of America
6336,Deming,212,United States of America
6337,Truth or Consequences,212,United States of America
6338,Las Vegas,212,United States of America
6339,Farmington,212,United States of America
6340,Springfield,212,United States of America
6341,Tillamook,212,United States of America
6342,Ontario,212,United States of America
6343,La Grande,212,United States of America
6344,Richfield,212,United States of America
6345,Nephi,212,United States of America
6346,Lander,212,United States of America
6347,Powell,212,United States of America
6348,Paragould,212,United States of America
6349,Iowa City,212,United States of America
6350,Ottumwa,212,United States of America
6351,Spencer,212,United States of America
6352,Ft. Dodge,212,United States of America
6353,Hutchinson,212,United States of America
6354,Kansas City,212,United States of America
6355,Lawrence,212,United States of America
6356,Garden City,212,United States of America
6357,Manhattan,212,United States of America
6358,Hays,212,United States of America
6359,Goodland,212,United States of America
6360,Independence,212,United States of America
6361,Kirksville,212,United States of America
6362,Kearney,212,United States of America
6363,Grand Island,212,United States of America
6364,Alliance,212,United States of America
6365,Bartlesville,212,United States of America
6366,Enid,212,United States of America
6367,Ardmore,212,United States of America
6368,McAlester,212,United States of America
6369,Stillwater,212,United States of America
6370,Lead,212,United States of America
6371,Slidell,212,United States of America
6372,Lake Charles,212,United States of America
6373,Metairie,212,United States of America
6374,New Iberia,212,United States of America
6375,Bryan,212,United States of America
6376,San Marcos,212,United States of America
6377,Longview,212,United States of America
6378,McAllen,212,United States of America
6379,Harlingen,212,United States of America
6380,Alice,212,United States of America
6381,New Braunfels,212,United States of America
6382,Cleburne,212,United States of America
6383,Brownwood,212,United States of America
6384,Alpine,212,United States of America
6385,Van Horn,212,United States of America
6386,Big Spring,212,United States of America
6387,Vernon,212,United States of America
6388,Childress,212,United States of America
6389,Hereford,212,United States of America
6390,Dalhart,212,United States of America
6391,Texas City,212,United States of America
6392,Pasadena,212,United States of America
6393,Baytown,212,United States of America
6394,Arlington,212,United States of America
6395,New London,212,United States of America
6396,Stamford,212,United States of America
6397,Waterbury,212,United States of America
6398,New Bedford,212,United States of America
6399,Springfield,212,United States of America
6400,Salem,212,United States of America
6401,Pittsfield,212,United States of America
6402,Montpelier,212,United States of America
6403,Auburn,212,United States of America
6404,Florence,212,United States of America
6405,Winter Haven,212,United States of America
6406,Melbourne,212,United States of America
6407,Homestead,212,United States of America
6408,Sanford,212,United States of America
6409,Miami Beach,212,United States of America
6410,Coral Springs,212,United States of America
6411,Port Charlotte,212,United States of America
6412,Spring Hill,212,United States of America
6413,Palm Coast,212,United States of America
6414,Palatka,212,United States of America
6415,Leesburg,212,United States of America
6416,Lake City,212,United States of America
6417,Crestview,212,United States of America
6418,Panama City,212,United States of America
6419,Dalton,212,United States of America
6420,Marietta,212,United States of America
6421,Waycross,212,United States of America
6422,La Grange,212,United States of America
6423,Southaven,212,United States of America
6424,Meridian,212,United States of America
6425,Laurel,212,United States of America
6426,Spartanburg,212,United States of America
6427,Orangeburg,212,United States of America
6428,Galesburg,212,United States of America
6429,Joliet,212,United States of America
6430,Cape Girardeau,212,United States of America
6431,Rockford,212,United States of America
6432,Evanston,212,United States of America
6433,Rock Island,212,United States of America
6434,Elgin,212,United States of America
6435,Richmond,212,United States of America
6436,Terre Haute,212,United States of America
6437,Lafayette,212,United States of America
6438,Marion,212,United States of America
6439,South Bend,212,United States of America
6440,New Albany,212,United States of America
6441,Elkhart,212,United States of America
6442,Hopkinsville,212,United States of America
6443,London,212,United States of America
6444,Madisonville,212,United States of America
6445,Rocky Mount,212,United States of America
6446,Salisbury,212,United States of America
6447,Durham,212,United States of America
6448,Lumberton,212,United States of America
6449,Zanesville,212,United States of America
6450,Mansfield,212,United States of America
6451,Bowling Green,212,United States of America
6452,Springfield,212,United States of America
6453,Lancaster,212,United States of America
6454,Johnson City,212,United States of America
6455,Kingsport,212,United States of America
6456,Columbia,212,United States of America
6457,Barlett,212,United States of America
6458,Blacksburg,212,United States of America
6459,Harrisonburg,212,United States of America
6460,Petersburg,212,United States of America
6461,Hampton,212,United States of America
6462,Sheboygan,212,United States of America
6463,Waukesha,212,United States of America
6464,La Crosse,212,United States of America
6465,Eau Claire,212,United States of America
6466,Tomah,212,United States of America
6467,Janesville,212,United States of America
6468,Appleton,212,United States of America
6469,Parkersburg,212,United States of America
6470,White Sulphur Springs,212,United States of America
6471,Clarksburg,212,United States of America
6472,Dover,212,United States of America
6473,St. Charles,212,United States of America
6474,Annapolis,212,United States of America
6475,Hagerstown,212,United States of America
6476,Paterson,212,United States of America
6477,Saratoga Springs,212,United States of America
6478,Poughkeepsie,212,United States of America
6479,Plattsburg,212,United States of America
6480,Beaver Falls,212,United States of America
6481,Altoona,212,United States of America
6482,Williamsport,212,United States of America
6483,Lancaster,212,United States of America
6484,Allentown,212,United States of America
6485,Waterville,212,United States of America
6486,Calais,212,United States of America
6487,Houlton,212,United States of America
6488,Benton Harbor,212,United States of America
6489,Battle Creek,212,United States of America
6490,Bay City,212,United States of America
6491,Alpena,212,United States of America
6492,Iron Mountain,212,United States of America
6493,Ironwood,212,United States of America
6494,Sand Point,212,United States of America
6495,Hydaburg,212,United States of America
6496,Mekoryuk,212,United States of America
6497,Atqasuk,212,United States of America
6498,Port Heiden,212,United States of America
6499,Perryville,212,United States of America
6500,Dillingham,212,United States of America
6501,Goodnews Bay,212,United States of America
6502,Nyac,212,United States of America
6503,Tununak,212,United States of America
6504,Mountain Village,212,United States of America
6505,Emmonak,212,United States of America
6506,Kaltag,212,United States of America
6507,Teller,212,United States of America
6508,Koyukuk,212,United States of America
6509,Kobuk,212,United States of America
6510,Selawik,212,United States of America
6511,Talkeetna,212,United States of America
6512,Whittier,212,United States of America
6513,Montana,212,United States of America
6514,Lake Minchumina,212,United States of America
6515,Cantwell,212,United States of America
6516,Gulkana,212,United States of America
6517,Eagle,212,United States of America
6518,Nenana,212,United States of America
6519,Big Delta,212,United States of America
6520,Allakaket,212,United States of America
6521,Tanana,212,United States of America
6522,Virginia,212,United States of America
6523,Winona,212,United States of America
6524,Rochester,212,United States of America
6525,Lakeville,212,United States of America
6526,Ely,212,United States of America
6527,Moorhead,212,United States of America
6528,St. Cloud,212,United States of America
6529,Miles City,212,United States of America
6530,Bozeman,212,United States of America
6531,Glasgow,212,United States of America
6532,Dickinson,212,United States of America
6533,Jamestown,212,United States of America
6534,Williston,212,United States of America
6535,Lihue,212,United States of America
6536,Wahiawa,212,United States of America
6537,Wailuku,212,United States of America
6538,Montpelier,212,United States of America
6539,Twin Falls,212,United States of America
6540,Caldwell,212,United States of America
6541,Salmon,212,United States of America
6542,Coeur d'Alene,212,United States of America
6543,Richland,212,United States of America
6544,Bellingham,212,United States of America
6545,Longview,212,United States of America
6546,Walla Walla,212,United States of America
6547,Aberdeen,212,United States of America
6548,Bremerton,212,United States of America
6549,Everett,212,United States of America
6550,Bullhead City,212,United States of America
6551,Winslow,212,United States of America
6552,Gila Bend,212,United States of America
6553,Tombstone,212,United States of America
6554,Willcox,212,United States of America
6555,Scottsdale,212,United States of America
6556,Kingman,212,United States of America
6557,Grand Canyon,212,United States of America
6558,Arcata,212,United States of America
6559,Stockton,212,United States of America
6560,Barstow,212,United States of America
6561,Victorville,212,United States of America
6562,Pasadena,212,United States of America
6563,Visalia,212,United States of America
6564,El Centro,212,United States of America
6565,San Luis Obispo,212,United States of America
6566,Merced,212,United States of America
6567,Yuba City,212,United States of America
6568,Redding,212,United States of America
6569,Santa Rosa,212,United States of America
6570,Oceanside,212,United States of America
6571,Modesto,212,United States of America
6572,Irvine,212,United States of America
6573,Ukiah,212,United States of America
6574,Needles,212,United States of America
6575,Bishop,212,United States of America
6576,Palm Springs,212,United States of America
6577,Santa Maria,212,United States of America
6578,Tulare,212,United States of America
6579,Mt. Shasta,212,United States of America
6580,Crescent City,212,United States of America
6581,Fort Collins,212,United States of America
6582,Pueblo,212,United States of America
6583,Lamar,212,United States of America
6584,Trinidad,212,United States of America
6585,Gunnison,212,United States of America
6586,Durango,212,United States of America
6587,Montrose,212,United States of America
6588,Craig,212,United States of America
6589,Boulder,212,United States of America
6590,Boulder City,212,United States of America
6591,Winnemucca,212,United States of America
6592,Roswell,212,United States of America
6593,Clovis,212,United States of America
6594,Las Cruces,212,United States of America
6595,Hobbs,212,United States of America
6596,Socorro,212,United States of America
6597,Gallup,212,United States of America
6598,Raton,212,United States of America
6599,Tucumcari,212,United States of America
6600,Roseburg,212,United States of America
6601,Pendleton,212,United States of America
6602,John Day,212,United States of America
6603,Grants Pass,212,United States of America
6604,Corvallis,212,United States of America
6605,Albany,212,United States of America
6606,Astoria,212,United States of America
6607,Logan,212,United States of America
6608,Parowan,212,United States of America
6609,Kanab,212,United States of America
6610,Monticello,212,United States of America
6611,Moab,212,United States of America
6612,Price,212,United States of America
6613,Cedar City,212,United States of America
6614,Vernal,212,United States of America
6615,Ogden,212,United States of America
6616,Green River,212,United States of America
6617,Rawlins,212,United States of America
6618,Douglas,212,United States of America
6619,Riverton,212,United States of America
6620,Thermopolis,212,United States of America
6621,Gillette,212,United States of America
6622,Jonesboro,212,United States of America
6623,Texarkana,212,United States of America
6624,Pine Bluff,212,United States of America
6625,Hot Springs,212,United States of America
6626,Fort Smith,212,United States of America
6627,Fayetteville,212,United States of America
6628,Conway,212,United States of America
6629,El Dorado,212,United States of America
6630,Davenport,212,United States of America
6631,Burlington,212,United States of America
6632,Dubuque,212,United States of America
6633,Waterloo,212,United States of America
6634,Sioux City,212,United States of America
6635,Council Bluffs,212,United States of America
6636,Ames,212,United States of America
6637,Mason City,212,United States of America
6638,Emporia,212,United States of America
6639,Salina,212,United States of America
6640,Dodge City,212,United States of America
6641,Coffeyville,212,United States of America
6642,St. Charles,212,United States of America
6643,Poplar Bluff,212,United States of America
6644,Joplin,212,United States of America
6645,Columbia,212,United States of America
6646,St. Joseph,212,United States of America
6647,McCook,212,United States of America
6648,Norfolk,212,United States of America
6649,North Platte,212,United States of America
6650,Sidney,212,United States of America
6651,Scottsbluff,212,United States of America
6652,Chadron,212,United States of America
6653,Lawton,212,United States of America
6654,Norman,212,United States of America
6655,Muskogee,212,United States of America
6656,Ponca City,212,United States of America
6657,Shawnee,212,United States of America
6658,Woodward,212,United States of America
6659,Guymon,212,United States of America
6660,Yankton,212,United States of America
6661,Brookings,212,United States of America
6662,Mitchell,212,United States of America
6663,Aberdeen,212,United States of America
6664,Mobridge,212,United States of America
6665,Houma,212,United States of America
6666,Monroe,212,United States of America
6667,Conroe,212,United States of America
6668,Nacogdoches,212,United States of America
6669,Eagle Pass,212,United States of America
6670,Edinburg,212,United States of America
6671,Kingsville,212,United States of America
6672,Port Arthur,212,United States of America
6673,Huntsville,212,United States of America
6674,Killeen,212,United States of America
6675,Lufkin,212,United States of America
6676,Del Rio,212,United States of America
6677,San Angelo,212,United States of America
6678,Sherman,212,United States of America
6679,Beaumont,212,United States of America
6680,Bay City,212,United States of America
6681,Port Lavaca,212,United States of America
6682,Falfurrias,212,United States of America
6683,Beeville,212,United States of America
6684,Fort Stockton,212,United States of America
6685,Pecos,212,United States of America
6686,Dumas,212,United States of America
6687,Denton,212,United States of America
6688,Midland,212,United States of America
6689,Temple,212,United States of America
6690,New Haven,212,United States of America
6691,Lowell,212,United States of America
6692,Worcester,212,United States of America
6693,Manchester,212,United States of America
6694,Newport,212,United States of America
6695,Dothan,212,United States of America
6696,Tuscaloosa,212,United States of America
6697,Gadsden,212,United States of America
6698,Enterprise,212,United States of America
6699,Selma,212,United States of America
6700,Coral Gables,212,United States of America
6701,Cape Coral,212,United States of America
6702,Naples,212,United States of America
6703,Fort Pierce,212,United States of America
6704,Kissimmee,212,United States of America
6705,Titusville,212,United States of America
6706,St. Augustine,212,United States of America
6707,Ocala,212,United States of America
6708,Fort Lauderdale,212,United States of America
6709,Apalachicola,212,United States of America
6710,Vero Beach,212,United States of America
6711,Valdosta,212,United States of America
6712,Albany,212,United States of America
6713,Athens,212,United States of America
6714,Macon,212,United States of America
6715,Columbus,212,United States of America
6716,Douglas,212,United States of America
6717,Dublin,212,United States of America
6718,Gulfport,212,United States of America
6719,Hattiesburg,212,United States of America
6720,Tupelo,212,United States of America
6721,Greenville,212,United States of America
6722,Natchez,212,United States of America
6723,Florence,212,United States of America
6724,Greenville,212,United States of America
6725,Sumter,212,United States of America
6726,Anderson,212,United States of America
6727,Aiken,212,United States of America
6728,Beaufort,212,United States of America
6729,Rock Hill,212,United States of America
6730,Decatur,212,United States of America
6731,Alton,212,United States of America
6732,Quincy,212,United States of America
6733,Urbana,212,United States of America
6734,Bloomington,212,United States of America
6735,Kankakee,212,United States of America
6736,Waukegan,212,United States of America
6737,Aurora,212,United States of America
6738,Carbondale,212,United States of America
6739,Belleville,212,United States of America
6740,Bloomington,212,United States of America
6741,Muncie,212,United States of America
6742,Kokomo,212,United States of America
6743,Gary,212,United States of America
6744,Fort Wayne,212,United States of America
6745,Covington,212,United States of America
6746,Bowling Green,212,United States of America
6747,Paducah,212,United States of America
6748,Owensboro,212,United States of America
6749,Jacksonville,212,United States of America
6750,Goldsboro,212,United States of America
6751,Greenville,212,United States of America
6752,Fayetteville,212,United States of America
6753,Hickory,212,United States of America
6754,Asheville,212,United States of America
6755,Winston-Salem,212,United States of America
6756,Kitty Hawk,212,United States of America
6757,Akron,212,United States of America
6758,Lima,212,United States of America
6759,Oak Ridge,212,United States of America
6760,Murfreesboro,212,United States of America
6761,Clarksville,212,United States of America
6762,Jackson,212,United States of America
6763,Alexandria,212,United States of America
6764,Fredericksburg,212,United States of America
6765,Roanoke,212,United States of America
6766,Danville,212,United States of America
6767,Winchester,212,United States of America
6768,Bristol,212,United States of America
6769,Superior,212,United States of America
6770,West Bend,212,United States of America
6771,Fond du Lac,212,United States of America
6772,Oshkosh,212,United States of America
6773,Rhinelander,212,United States of America
6774,Racine,212,United States of America
6775,Marinette,212,United States of America
6776,Wheeling,212,United States of America
6777,Morgantown,212,United States of America
6778,Huntington,212,United States of America
6779,Beckley,212,United States of America
6780,Wilmington,212,United States of America
6781,Cumberland,212,United States of America
6782,Atlantic City,212,United States of America
6783,Newark,212,United States of America
6784,Schenectady,212,United States of America
6785,Binghamton,212,United States of America
6786,Utica,212,United States of America
6787,Watertown,212,United States of America
6788,Niagara Falls,212,United States of America
6789,Jamestown,212,United States of America
6790,Elmira,212,United States of America
6791,York,212,United States of America
6792,Johnstown,212,United States of America
6793,Scranton,212,United States of America
6794,State College,212,United States of America
6795,Erie,212,United States of America
6796,Wilkes Barre,212,United States of America
6797,Bar Harbor,212,United States of America
6798,Lewiston,212,United States of America
6799,Presque Isle,212,United States of America
6800,Ann Arbor,212,United States of America
6801,Kalamazoo,212,United States of America
6802,Muskegon,212,United States of America
6803,Flint,212,United States of America
6804,Grand Rapids,212,United States of America
6805,Pontiac,212,United States of America
6806,Cadillac,212,United States of America
6807,Traverse City,212,United States of America
6808,Petoskey,212,United States of America
6809,Escanaba,212,United States of America
6810,Marquette,212,United States of America
6811,Hancock,212,United States of America
6812,Wrangell,212,United States of America
6813,Shishmaref,212,United States of America
6814,Hoonah,212,United States of America
6815,Atka,212,United States of America
6816,Nikolski,212,United States of America
6817,Karluk,212,United States of America
6818,False Pass,212,United States of America
6819,Kivalina,212,United States of America
6820,Newhalen,212,United States of America
6821,Pilot Point,212,United States of America
6822,Chignik,212,United States of America
6823,King Salmon,212,United States of America
6824,Quinhagak,212,United States of America
6825,Aniak,212,United States of America
6826,Kotlit,212,United States of America
6827,Unalakleet,212,United States of America
6828,Koyuk,212,United States of America
6829,McGrath,212,United States of America
6830,Hughes,212,United States of America
6831,Ambler,212,United States of America
6832,Wales,212,United States of America
6833,Kotzebue,212,United States of America
6834,Wasilla,212,United States of America
6835,Circle,212,United States of America
6836,Denali Park,212,United States of America
6837,Yakutat,212,United States of America
6838,Homer,212,United States of America
6839,Tanacross,212,United States of America
6840,Wiseman,212,United States of America
6841,Kailua-Kona,212,United States of America
6842,Butte,212,United States of America
6843,Grand Forks,212,United States of America
6844,Pocatello,212,United States of America
6845,Tacoma,212,United States of America
6846,Yuma,212,United States of America
6847,Prescott,212,United States of America
6848,Long Beach,212,United States of America
6849,Grand Junction,212,United States of America
6850,Ely,212,United States of America
6851,Carson City,212,United States of America
6852,Carlsbad,212,United States of America
6853,Alamogordo,212,United States of America
6854,Medford,212,United States of America
6855,Klamath Falls,212,United States of America
6856,St. George,212,United States of America
6857,Provo,212,United States of America
6858,Laramie,212,United States of America
6859,Little Rock,212,United States of America
6860,Wichita,212,United States of America
6861,Jefferson City,212,United States of America
6862,Rapid City,212,United States of America
6863,Lafayette,212,United States of America
6864,Galveston,212,United States of America
6865,Freeport,212,United States of America
6866,Victoria,212,United States of America
6867,Odessa,212,United States of America
6868,Wichita Falls,212,United States of America
6869,Waco,212,United States of America
6870,Lubbock,212,United States of America
6871,Hartford,212,United States of America
6872,Providence,212,United States of America
6873,Birmingham,212,United States of America
6874,Mobile,212,United States of America
6875,Pensacola,212,United States of America
6876,St. Petersburg,212,United States of America
6877,Biloxi,212,United States of America
6878,Springfield,212,United States of America
6879,Frankfort,212,United States of America
6880,Greensboro,212,United States of America
6881,Dayton,212,United States of America
6882,Virginia Beach,212,United States of America
6883,Madison,212,United States of America
6884,Green Bay,212,United States of America
6885,Trenton,212,United States of America
6886,Lansing,212,United States of America
6887,Gambell,212,United States of America
6888,Palmer,212,United States of America
6889,Seward,212,United States of America
6890,Duluth,212,United States of America
6891,Bemidji,212,United States of America
6892,Havre,212,United States of America
6893,Kalispell,212,United States of America
6894,Idaho Falls,212,United States of America
6895,Lewiston,212,United States of America
6896,Yakima,212,United States of America
6897,Wenatchee,212,United States of America
6898,Douglas,212,United States of America
6899,Bakersfield,212,United States of America
6900,Oakland,212,United States of America
6901,Lancaster,212,United States of America
6902,Chico,212,United States of America
6903,Monterey,212,United States of America
6904,Salinas,212,United States of America
6905,Los Alamos,212,United States of America
6906,Eugene,212,United States of America
6907,Coos Bay,212,United States of America
6908,Bend,212,United States of America
6909,Cody,212,United States of America
6910,Cedar Rapids,212,United States of America
6911,Springfield,212,United States of America
6912,Lincoln,212,United States of America
6913,Alexandria,212,United States of America
6914,Abilene,212,United States of America
6915,Brownsville,212,United States of America
6916,Tyler,212,United States of America
6917,Concord,212,United States of America
6918,Huntsville,212,United States of America
6919,Key West,212,United States of America
6920,West Palm Beach,212,United States of America
6921,Sarasota,212,United States of America
6922,Daytona Beach,212,United States of America
6923,Gainesville,212,United States of America
6924,Ft. Myers,212,United States of America
6925,Brunswick,212,United States of America
6926,Augusta,212,United States of America
6927,Vicksburg,212,United States of America
6928,Myrtle Beach,212,United States of America
6929,Charleston,212,United States of America
6930,Peoria,212,United States of America
6931,Evansville,212,United States of America
6932,Louisville,212,United States of America
6933,Lexington,212,United States of America
6934,Charlotte,212,United States of America
6935,Youngstown,212,United States of America
6936,Canton,212,United States of America
6937,Toledo,212,United States of America
6938,Columbus,212,United States of America
6939,Chattanooga,212,United States of America
6940,Charlottesville,212,United States of America
6941,Lynchburg,212,United States of America
